prefix_s,project_s,src_db_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
GHJS01,TSA,GenBank,,PLN,Aquilaria malaccensis,PRJNA497968,"SAMN10274159,SAMN10274162,SAMN10274164",,,123308111,127993,0,No,0,0,0,No,,,2019-05-03T00:00:00Z,2019-05-03T00:00:00Z
GHJU01,TSA,GenBank,,PLN,Quercus castanea,PRJNA532454,SAMN11400229,isolate: one oak tree,"dev_stage: adult tree,tissue_type: seven samples of gall tissue and two samples of ungalled leaves",194396617,201540,0,No,0,0,0,No,,,2019-05-01T00:00:00Z,2019-05-01T00:00:00Z
GHKA01,TSA,GenBank,,PLN,Citrus limon,PRJNA532796,"SAMN11445302,SAMN11445303,SAMN11445304,SAMN11445305,SAMN11445306,SAMN11445307,SAMN11445308,SAMN11445309,SAMN11445310,SAMN11445311,SAMN11445312,SAMN11445313,SAMN11445314,SAMN11445315,SAMN11445316,SAMN11445317,SAMN11445318,SAMN11445319,SAMN11445320,SAMN11445321",,,400157150,145370,0,No,0,0,0,No,,,2019-05-01T00:00:00Z,2019-05-01T00:00:00Z
GHKT01,TSA,GenBank,,PLN,Suaeda salsa,PRJNA541093,SAMN11572335,,tissue_type: leaves,41689755,89627,0,No,0,0,0,No,,,2019-05-13T00:00:00Z,2019-05-13T00:00:00Z
GHLD01,TSA,GenBank,,PLN,Eschweilera sagotiana,PRJNA523042,SAMN10963037,isolate: INRA UMR Biogeco 7382,tissue_type: leaf,86175848,149557,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLE01,TSA,GenBank,,PLN,Gustavia augusta,PRJNA523039,SAMN10963039,isolate: 2001-0280 D,tissue_type: Leaf and flower,120622972,164744,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLF01,TSA,GenBank,,PLN,Gustavia superba,PRJNA523039,SAMN10963040,isolate: 83198 C,tissue_type: Leaf and flower,159290625,186619,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLG01,TSA,GenBank,,PLN,Gustavia superba,PRJNA523039,SAMN10963041,isolate: Waimea Arboretum 674/36,tissue_type: leaf,194193302,194274,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLH01,TSA,GenBank,,PLN,Eschweilera congestiflora,PRJNA523042,SAMN10963042,"isolate: tree P6-3-54\, INRA UMR Biogeco 7380",tissue_type: leaf,90988548,152279,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLI01,TSA,GenBank,,PLN,Lecythis persistens,PRJNA523042,SAMN10963043,"isolate: tree P6-1-407\, INRA UMR Biogeco 7376",tissue_type: leaf,65567506,115625,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLJ01,TSA,GenBank,,PLN,Napoleonaea imperialis,PRJNA523039,SAMN10963044,isolate: 2005-1780 A,tissue_type: leaf,13333823,29247,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLK01,TSA,GenBank,,PLN,Grias cauliflora,PRJNA523039,SAMN10963038,isolate: FG4607*B,tissue_type: Leaf and flower,161233924,166318,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLM01,TSA,GenBank,,PLN,Barringtonia racemosa,PRJNA523039,SAMN10963033,isolate: X.3-64*A,tissue_type: Leaf and flower,177214683,212986,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLN01,TSA,GenBank,,PLN,Couroupita guianensis,PRJNA523039,SAMN10963034,isolate: X.489*A,tissue_type: flower,58065952,50687,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLO01,TSA,GenBank,,PLN,Eschweilera coriacea,PRJNA523042,SAMN10963035,"isolate: tree P6-1-538\, INRA UMR Biogeco 7384",tissue_type: leaf,73459590,140516,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHLP01,TSA,GenBank,,PLN,Eschweilera coriacea,PRJNA523042,SAMN10963036,"isolate: tree P6-4-421\, INRA UMR Biogeco 7363",tissue_type: leaf,54939278,93194,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
GHMT01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA544308,SAMN11832426,"isolate: Purchased from Botanical Interests\, Inc Broomfield CO","dev_stage: Flowering stage,tissue_type: leaf",64073895,69130,0,No,0,0,0,No,,,2019-06-26T00:00:00Z,2019-06-26T00:00:00Z
GHNA01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA544308,SAMN11832424,"isolate: Purchased from Botanical Interests\, Inc Broomfield CO","dev_stage: Flowering stage,tissue_type: developing seed pot",89927664,92301,0,No,0,0,0,No,,,2019-06-25T00:00:00Z,2019-06-25T00:00:00Z
GHND01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA544308,SAMN11832427,"isolate: Purchased from Botanical Interests\, Inc Broomfield CO","dev_stage: Flowering stage,tissue_type: flower",88245699,90913,0,No,0,0,0,No,,,2019-06-25T00:00:00Z,2019-06-25T00:00:00Z
GHNE01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA544308,SAMN11832428,"isolate: Purchased from Botanical Interests\, Inc Broomfield CO","dev_stage: Flowering stage,tissue_type: stem",79818528,76242,0,No,0,0,0,No,,,2019-06-25T00:00:00Z,2019-06-25T00:00:00Z
GHNT01,TSA,GenBank,,PLN,Isatis tinctoria,PRJNA548822,"SAMN12056458,SAMN12056459,SAMN12056460,SAMN12056461,SAMN12056462,SAMN12056463,SAMN12056464,SAMN12056465,SAMN12056466",,,49119894,38349,0,No,0,0,0,No,,,2019-07-02T00:00:00Z,2019-07-02T00:00:00Z
GHOD01,TSA,GenBank,,PLN,Trachyspermum ammi,PRJNA359623,"SAMN06193901,SAMN06193902,SAMN06193903,SAMN06193904",,,67686706,55257,0,No,0,0,0,No,,,2019-07-10T00:00:00Z,2019-07-10T00:00:00Z
GHOG01,TSA,GenBank,,PLN,Mangifera indica,PRJNA533518,"SAMN11458598,SAMN11458599,SAMN11458600,SAMN11458601",,,48914709,81692,0,No,0,0,0,No,,,2019-07-02T00:00:00Z,2019-07-02T00:00:00Z
GHOT01,TSA,GenBank,,PLN,Celmisia lyallii,PRJNA550402,SAMN12127392,,"dev_stage: reproductive,tissue_type: Leaf and Root",164115765,151539,0,No,0,0,0,No,,,2019-07-12T00:00:00Z,2019-07-12T00:00:00Z
GHOY01,TSA,GenBank,,PLN,Jasminum sambac,PRJNA551353,"SAMN12144573,SAMN12157996,SAMN12158015,SAMN12158022,SAMN12158023,SAMN12158024,SAMN12158025,SAMN12158026,SAMN12158027,SAMN12158028",,,107583618,168145,0,No,0,0,0,No,,,2019-07-16T00:00:00Z,2019-07-16T00:00:00Z
GHRO01,TSA,GenBank,,PLN,Lantana camara,PRJNA556103,SAMN12340782,cultivar: GDGHOP-36 and Landmark White Lantana,"dev_stage: Young ovary,tissue_type: ovary",94042228,90640,0,No,0,0,0,No,,,2019-08-02T00:00:00Z,2019-08-02T00:00:00Z
GHTP01,TSA,GenBank,,PLN,Salicornia neei,PRJNA554118,SAMN12256425,isolate: tissue from shoots and root,tissue_type: Shoots ands roots,59398268,86969,0,No,0,0,0,No,,,2019-08-06T00:00:00Z,2019-08-06T00:00:00Z
GHUF01,TSA,GenBank,,PLN,Quercus pubescens,PRJNA450334,"SAMN08935648,SAMN08935649,SAMN08935650,SAMN08935651,SAMN08935652,SAMN08935653",,,39519638,60743,0,No,0,0,0,No,,,2019-08-27T00:00:00Z,2019-08-27T00:00:00Z
GHUG01,TSA,GenBank,,PLN,Quercus ilex,PRJNA450334,"SAMN08935632,SAMN08935633,SAMN08935634,SAMN08935635,SAMN08935636,SAMN08935637",,,43256833,50431,0,No,0,0,0,No,,,2019-08-27T00:00:00Z,2019-08-27T00:00:00Z
GHUH01,TSA,GenBank,,PLN,Quercus robur,PRJNA450334,"SAMN08935654,SAMN08935655,SAMN08935656,SAMN08935657,SAMN08935658",,,44295148,59905,0,No,0,0,0,No,,,2019-08-27T00:00:00Z,2019-08-27T00:00:00Z
GHUX01,TSA,GenBank,,PLN,Centranthera grandiflora,PRJNA558809,"SAMN12499651,SAMN12499652,SAMN12499653,SAMN12499654,SAMN12499655,SAMN12499656,SAMN12499657,SAMN12499658,SAMN12499659",,,322773120,152392,0,No,0,0,0,No,,,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GHUZ01,TSA,GenBank,,PLN,Castanea crenata,PRJNA534190,SAMN11479283,isolate: chestnut tree,tissue_type: leaf,603816035,286546,0,No,0,0,0,No,,,2019-09-18T00:00:00Z,2019-09-18T00:00:00Z
GHVW01,TSA,GenBank,,PLN,Pisum sativum,PRJNA533971,SAMN11474754,cultivar: Sprint-2,"dev_stage: Early maturation (10 days after pollination) and mature seeds (30 days after pollination),tissue_type: Total seed tissue",46056558,28977,0,No,0,0,0,No,,,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z
GEYA01,TSA,GenBank,,PLN,Salix integra,PRJNA292482,SAMN03981854,cultivar: S. integra Weishanhu,"isolation_source: greenhouse,tissue_type: leaves\, stem and roots",56250641,79977,0,No,0,0,0,No,,,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
GEYH01,TSA,GenBank,,PLN,Cucurbita pepo,PRJNA339848,"SAMN01921698,SAMN01921699,SAMN01921700,SAMN05608084,SAMN05608085,SAMN05608086,SAMN05608087,SAMN05608088,SAMN05608089,SAMN05608090,SAMN05608091,SAMN05608092,SAMN05608093,SAMN05608094,SAMN05608095,SAMN05608096,SAMN05608097,SAMN05608098,SAMN05608099,SAMN05608100,SAMN05608101,SAMN05608102,SAMN05608103",,,91856098,63117,0,No,0,0,0,No,,,2016-09-13T00:00:00Z,2016-09-13T00:00:00Z
GEYI01,TSA,GenBank,,PLN,Actinidia deliciosa,PRJNA339334,"SAMN05589884,SAMN05589885,SAMN05589886,SAMN05589887,SAMN05589888,SAMN05589889,SAMN05589890,SAMN05589891,SAMN05589892,SAMN05589893,SAMN05589894,SAMN05589895,SAMN05589896,SAMN05589897,SAMN05589898,SAMN05589899,SAMN05589900",,,64924648,68460,0,No,0,0,0,No,,,2017-10-03T00:00:00Z,2017-10-03T00:00:00Z
GEYT01,TSA,GenBank,,PLN,Silene ammophila,PRJNA341271,SAMN05717976,isolate: Karpathos Island,tissue_type: rosette leaves,39911850,73954,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYU01,TSA,GenBank,,PLN,Silene conoidea,PRJNA341271,SAMN05717971,isolate: KEW0002015,tissue_type: rosette leaves,56834365,90308,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYV01,TSA,GenBank,,PLN,Silene grisebachii,PRJNA341271,SAMN05717978,isolate: Thasos,tissue_type: rosette leaves,118559280,163680,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYW01,TSA,GenBank,,PLN,Silene subconica,PRJNA341271,SAMN05717980,isolate: Leptokaria,tissue_type: rosette leaves,42523314,73381,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYX01,TSA,GenBank,,PLN,Silene undulata,PRJNA341271,SAMN05717981,isolate: West Seed Farm,tissue_type: rosette leaves,65767857,99244,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYY01,TSA,GenBank,,PLN,Duabanga grandiflora,PRJNA338899,SAMN05573645,,tissue_type: leaves,69643700,66459,0,No,0,0,0,No,,,2016-09-28T00:00:00Z,2016-09-19T00:00:00Z
GEZA01,TSA,GenBank,,PLN,Silene sartorii,PRJNA341271,SAMN05717979,isolate: Sounion,tissue_type: rosette leaves,112780965,161216,0,No,0,0,0,No,,,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GEZC01,TSA,GenBank,,PLN,Pisum sativum,PRJNA308776,"SAMN04412739,SAMN04412742,SAMN04412745,SAMN04412748,SAMN04412751,SAMN04412754,SAMN04412757,SAMN04412760",,,249318246,193995,0,No,0,0,0,No,,,2017-01-25T00:00:00Z,2017-01-25T00:00:00Z
GEZE01,TSA,GenBank,,PLN,Trapa bispinosa,PRJNA338899,SAMN05573643,,tissue_type: leaves and roots,82253092,73284,0,No,0,0,0,No,,,2016-09-28T00:00:00Z,2016-09-19T00:00:00Z
GEZF01,TSA,GenBank,,PLN,Sonneratia caseolaris,PRJNA308629,SAMN04404341,cultivar: wild,tissue_type: roots,37912522,47954,0,No,0,0,0,No,,,2016-09-28T00:00:00Z,2016-09-19T00:00:00Z
GEZG01,TSA,GenBank,,PLN,Citrus sp. JT-2016,PRJNA323699,SAMN05384839,cultivar: mixed,"dev_stage: Developed organ,tissue_type: mixed",3054298,3032,0,No,0,0,0,No,,,2016-09-20T00:00:00Z,2016-09-20T00:00:00Z
GEZL01,TSA,GenBank,,PLN,Ambrosia artemisiifolia,PRJNA335689,"SAMN05449063,SAMN05462132,SAMN05465218",,,132435591,218533,0,No,0,0,0,No,,,2016-11-02T00:00:00Z,2016-09-19T00:00:00Z
GEZQ01,TSA,GenBank,,PLN,Cosmos bipinnatus,PRJNA321371,"SAMN04966052,SAMN04966053",,,54028751,65486,0,No,0,0,0,No,,,2017-03-07T00:00:00Z,2017-03-07T00:00:00Z
GEZT01,TSA,GenBank,,PLN,Solanum prinophyllum,PRJNA343677,"SAMN05792068,SAMN05792069,SAMN05792070,SAMN05792071,SAMN05792072,SAMN05792073,SAMN05792074,SAMN05792075",,,231255033,189534,0,No,0,0,0,No,,,2016-09-29T00:00:00Z,2016-09-29T00:00:00Z
GFAD01,TSA,GenBank,,PLN,Nepenthes ventricosa x Nepenthes alata,PRJNA299862,"SAMN04216879,SAMN04216880,SAMN04216881",,,138994141,179562,0,No,0,0,0,No,,,2017-11-07T00:00:00Z,2017-11-07T00:00:00Z
GFAE01,TSA,GenBank,,PLN,Nepenthes ampullaria,PRJNA299862,"SAMN04226475,SAMN04226476,SAMN04226477",,,141560186,200606,0,No,0,0,0,No,,,2017-11-07T00:00:00Z,2017-11-07T00:00:00Z
GFAY01,TSA,GenBank,,PLN,Citrus limon,PRJNA348468,"SAMN05908804,SAMN05908805,SAMN05908806,SAMN05908807,SAMN05908808,SAMN05908809,SAMN05908810,SAMN05908811,SAMN05908812,SAMN05908813,SAMN05908814,SAMN05908815,SAMN05908816,SAMN05908817,SAMN05908818,SAMN05908819,SAMN05908820,SAMN05908821,SAMN05908822,SAMN05908823,SAMN05908824,SAMN05908825,SAMN05908826,SAMN05908827",,,1013023,828,828,Yes,0,0,0,No,,,2017-02-27T00:00:00Z,2017-02-27T00:00:00Z
GFBF01,TSA,GenBank,,PLN,Ulmus pumila,PRJNA349076,"SAMN05915700,SAMN05915701,SAMN05915704,SAMN05915703",,,3938493,3975,0,No,0,0,0,No,,,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z
GFBN01,TSA,GenBank,,PLN,Paulownia elongata,PRJNA343673,SAMN05792024,,"isolation_source: Greenhouse,tissue_type: leaves",78158235,84092,0,No,0,0,0,No,,,2017-10-03T00:00:00Z,2017-10-03T00:00:00Z
GFBR01,TSA,GenBank,,PLN,Lens culinaris,PRJNA352096,"SAMN05966961,SAMN05966964,SAMN05966965,SAMN05966966,SAMN05966967,SAMN05966968,SAMN05966969",cultivar: Cassab,tissue_type: leaf;stem;root;flower;immature pod;immature seed;pod,65708210,58953,0,No,0,0,0,No,,,2016-11-21T00:00:00Z,2016-11-21T00:00:00Z
GFBT01,TSA,GenBank,,PLN,Nymphoides peltata,PRJNA282005,"SAMN03491219,SAMN03565818",,,131185184,182811,0,No,0,0,0,No,,,2016-12-22T00:00:00Z,2016-12-22T00:00:00Z
GFBU01,TSA,GenBank,,PLN,Rafflesia cantleyi,PRJNA323654,SAMN05185186,,"dev_stage: Flower,tissue_type: Perigone lobe",11570963,18052,0,No,0,0,0,No,,,2017-03-29T00:00:00Z,2017-03-29T00:00:00Z
GFBY01,TSA,GenBank,,PLN,Crotalaria juncea,PRJNA350604,SAMN05942583,cultivar: SUN-053,"dev_stage: Flowering,tissue_type: Unopened flower buds",56706904,41624,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GFCB01,TSA,GenBank,,PLN,Nicotiana tabacum,PRJNA342398,"SAMN05944797,SAMN05944798",,,63254033,95422,0,No,0,0,0,No,,,2016-12-08T00:00:00Z,2016-12-08T00:00:00Z
GFCG01,TSA,GenBank,,PLN,Silene dioica,PRJNA356362,SAMN06112450,,"tissue_type: roots\, shoot\, flower buds\, flower",96146275,92347,0,No,0,0,0,No,,,2016-12-13T00:00:00Z,2016-12-13T00:00:00Z
GFCH01,TSA,GenBank,,PLN,Silene dioica,PRJNA356362,SAMN06112451,,"tissue_type: roots\, shoot\, flower buds\, flower",94168117,94757,0,No,0,0,0,No,,,2016-12-13T00:00:00Z,2016-12-13T00:00:00Z
GFCO01,TSA,GenBank,,PLN,Bergera koenigii,PRJNA304945,SAMN04311782,,"dev_stage: Mature Leaf,tissue_type: leaf",131492547,107387,0,No,0,0,0,No,,,2017-12-19T00:00:00Z,2017-12-19T00:00:00Z
GFCU01,TSA,GenBank,,PLN,Rhododendron delavayi,PRJNA358123,SAMN06166714,isolate: Kun Ming,tissue_type: flower,84662619,83441,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GFDE01,TSA,GenBank,,PLN,Hypericum perforatum,PRJNA266601,"SAMN03174160,SAMN03174161,SAMN03174162,SAMN03174163,SAMN03174164,SAMN03174165,SAMN03174166,SAMN03174167",,,38548287,47652,0,No,0,0,0,No,,,2019-08-02T00:00:00Z,2019-08-02T00:00:00Z
GFDJ01,TSA,GenBank,,PLN,Corchorus olitorius,PRJNA278717,SAMN06199046,cultivar: Sudan Green,"tissue_type: leaf\, root\, seed and stem",18726860,19978,0,No,0,0,0,No,,,2018-01-08T00:00:00Z,2018-01-08T00:00:00Z
GFDO01,TSA,GenBank,,PLN,Corchorus olitorius,PRJNA278717,SAMN06199045,cultivar: JRO-632,"tissue_type: leaf\, root\, seed and stem",15801942,18576,0,No,0,0,0,No,,,2018-01-08T00:00:00Z,2018-01-08T00:00:00Z
GFDV01,TSA,GenBank,,PLN,Nepenthes khasiana,PRJNA345154,"SAMN05858655,SAMN05858656,SAMN05858657,SAMN05858658,SAMN05858659,SAMN05858660,SAMN05858661,SAMN05858662,SAMN05858663,SAMN05858664",,,421223513,576095,0,No,0,0,0,No,,,2019-02-12T00:00:00Z,2019-02-12T00:00:00Z
GFFN01,TSA,GenBank,,PLN,Phlox cuspidata,PRJNA360976,SAMN06217940,,"dev_stage: Adult plant,tissue_type: Flower\, stem\, root\, leaf",76036487,150974,0,No,0,0,0,No,,,2017-01-27T00:00:00Z,2017-01-27T00:00:00Z
GFFO01,TSA,GenBank,,PLN,Phlox pilosa,PRJNA360978,SAMN06217942,,"dev_stage: Adult plant,tissue_type: Flower\, stem\, root\, leaf",47479972,104785,0,No,0,0,0,No,,,2017-01-27T00:00:00Z,2017-01-27T00:00:00Z
GFFP01,TSA,GenBank,,PLN,Phlox drummondii,PRJNA360974,SAMN06217938,isolate: Dark red,"dev_stage: Adult plant,tissue_type: Flower\, stem\, root\, leaf",52622760,107506,0,No,0,0,0,No,,,2017-01-27T00:00:00Z,2017-01-27T00:00:00Z
GFFQ01,TSA,GenBank,,PLN,Phlox roemeriana,PRJNA360977,SAMN06217941,,"dev_stage: Adult plant,tissue_type: Flower\, stem\, root\, leaf",76214100,132775,0,No,0,0,0,No,,,2017-01-27T00:00:00Z,2017-01-27T00:00:00Z
GFFR01,TSA,GenBank,,PLN,Phlox drummondii,PRJNA360975,SAMN06217939,isolate: Light blue,"dev_stage: Adult plant,tissue_type: Flower\, stem\, leaf",152174613,169561,0,No,0,0,0,No,,,2017-01-27T00:00:00Z,2017-01-27T00:00:00Z
GFGL01,TSA,GenBank,,PLN,Tectona grandis,PRJNA362989,SAMN06251596,cultivar: Teak,"dev_stage: sapling,tissue_type: leaves",206345265,232592,0,No,0,0,0,No,,,2017-02-03T00:00:00Z,2017-02-03T00:00:00Z
GFHK01,TSA,GenBank,,PLN,Syzygium luehmannii,PRJNA356336,SAMN06286250,isolate: new leaf from Syzygium luehmannii_R1,"dev_stage: pre-symptom,tissue_type: leaf",81406826,82550,0,No,0,0,0,No,,,2018-01-24T00:00:00Z,2017-04-28T00:00:00Z
GFHL01,TSA,GenBank,,PLN,Syzygium luehmannii,PRJNA356336,SAMN06286256,isolate: new leaf from Syzygium luehmannii_S3,"dev_stage: pre-symptom,tissue_type: leaf",93378000,98037,0,No,0,0,0,No,,,2018-01-24T00:00:00Z,2017-04-28T00:00:00Z
GFHM01,TSA,GenBank,,PLN,Syzygium luehmannii,PRJNA356336,SAMN06286255,isolate: new leaf from Syzygium luehmannii_S2,"dev_stage: pre-symptom,tissue_type: leaf",105973995,121823,0,No,0,0,0,No,,,2018-01-24T00:00:00Z,2017-04-28T00:00:00Z
GFHN01,TSA,GenBank,,PLN,Syzygium luehmannii,PRJNA356336,SAMN06286254,isolate: new leaf from Syzygium luehmannii_S1,"dev_stage: pre-symptom,tissue_type: leaf",114632619,112968,0,No,0,0,0,No,,,2018-01-24T00:00:00Z,2017-04-28T00:00:00Z
GFHO01,TSA,GenBank,,PLN,Syzygium luehmannii,PRJNA356336,SAMN06286253,isolate: new leaf from Syzygium luehmannii_R4,"dev_stage: pre-symptom,tissue_type: leaf",96490827,99297,0,No,0,0,0,No,,,2018-01-24T00:00:00Z,2017-04-28T00:00:00Z
GFHS01,TSA,GenBank,,PLN,Syzygium luehmannii,PRJNA356336,SAMN06286252,isolate: new leaf from Syzygium luehmannii_R3,"dev_stage: pre-symptom,tissue_type: leaf",94752120,94854,0,No,0,0,0,No,,,2018-01-24T00:00:00Z,2017-04-28T00:00:00Z
GFHT01,TSA,GenBank,,PLN,Syzygium luehmannii,PRJNA356336,SAMN06286251,isolate: new leaf from Syzygium luehmannii_R2,"dev_stage: pre-symptom,tissue_type: leaf",111428015,114643,0,No,0,0,0,No,,,2018-01-24T00:00:00Z,2017-04-28T00:00:00Z
GFHV02,TSA,GenBank,,PLN,Ilex paraguariensis,PRJNA251985,SAMN02863000,cultivar: PG538,tissue_type: leaves,39922516,44840,0,No,0,0,0,No,,,2017-12-22T00:00:00Z,2017-12-22T00:00:00Z
GFIJ01,TSA,GenBank,,PLN,Gossypium hirsutum,PRJNA376809,SAMN06447855,"cultivar: 588B_588A_588R,isolate: Mixed-bud","dev_stage: meiosis,tissue_type: flower bud",62728476,89916,0,No,0,0,0,No,,,2017-03-07T00:00:00Z,2017-03-07T00:00:00Z
GFJE01,TSA,GenBank,,PLN,Taraxacum kok-saghyz,PRJNA378120,SAMN06479971,isolate: OH,tissue_type: root,76940948,55530,0,No,0,0,0,No,,,2017-03-21T00:00:00Z,2017-03-21T00:00:00Z
GFKW01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA378712,SAMN06560285,isolate: isolate,tissue_type: leaves,23308784,60207,0,No,0,0,0,No,,,2017-04-04T00:00:00Z,2017-04-04T00:00:00Z
GFLQ01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA378712,SAMN06560285,isolate: isolate,tissue_type: leaves,20913160,55246,0,No,0,0,0,No,,,2017-04-04T00:00:00Z,2017-04-04T00:00:00Z
GFLR01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA378712,SAMN06560285,isolate: isolate,tissue_type: leaves,4467550,15007,0,No,0,0,0,No,,,2017-04-04T00:00:00Z,2017-04-04T00:00:00Z
GFLS01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA378712,SAMN06560285,isolate: isolate,tissue_type: leaves,25198172,66243,0,No,0,0,0,No,,,2017-04-04T00:00:00Z,2017-04-04T00:00:00Z
GFLY01,TSA,GenBank,,PLN,Avicennia officinalis,PRJNA381534,SAMN06679993,,"dev_stage: maturation stage,tissue_type: leaf",32326506,38756,0,No,0,0,0,No,,,2017-04-28T00:00:00Z,2017-04-28T00:00:00Z
GFMD01,TSA,GenBank,,PLN,Litchi chinensis,PRJNA304083,SAMN04293773,cultivar: Feizixiao,tissue_type: leaves,74580372,82812,0,No,0,0,0,No,,,2017-04-13T00:00:00Z,2017-04-13T00:00:00Z
GFMF01,TSA,GenBank,,PLN,Syzygium luehmannii,PRJNA356336,SAMN06286257,,"dev_stage: pre-symptom,tissue_type: leaf",137184958,142420,0,No,0,0,0,No,,,2018-01-24T00:00:00Z,2017-04-17T00:00:00Z
GFML01,TSA,GenBank,,PLN,Tarenaya hassleriana,PRJNA381122,"SAMN06480619,SAMN06480620",,,36551908,30076,0,No,0,0,0,No,,,2017-07-21T00:00:00Z,2017-07-21T00:00:00Z
GFMQ01,TSA,GenBank,,PLN,Gynandropsis gynandra,PRJNA381122,"SAMN06480617,SAMN06480618",,,29972042,35934,0,No,0,0,0,No,,,2017-07-21T00:00:00Z,2017-07-21T00:00:00Z
GFMU01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA318668,SAMN04870867,,"dev_stage: spring tea,tissue_type: root",102433217,193721,0,No,0,0,0,No,,,2017-05-04T00:00:00Z,2017-05-04T00:00:00Z
GFMV01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA318668,"SAMN04870871,SAMN04870872,SAMN04870873,SAMN04870874",,,100778620,196796,0,No,0,0,0,No,,,2017-05-04T00:00:00Z,2017-05-04T00:00:00Z
GFNC01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA319958,SAMN06560285,,tissue_type: leaves,2611603,9071,0,No,0,0,0,No,,,2017-05-16T00:00:00Z,2017-05-16T00:00:00Z
GFND01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA319958,SAMN06560285,,tissue_type: leaves,3195202,10913,0,No,0,0,0,No,,,2017-05-16T00:00:00Z,2017-05-16T00:00:00Z
GFNH01,TSA,GenBank,,PLN,Trigonella foenum-graecum,PRJNA319958,SAMN06560285,,tissue_type: leaves,3427211,11694,0,No,0,0,0,No,,,2017-05-12T00:00:00Z,2017-05-12T00:00:00Z
GFNS01,TSA,GenBank,,PLN,Plantago ovata,PRJNA382334,"SAMN06704580,SAMN06704581,SAMN06704582,SAMN06704583",,,109823333,156922,0,No,0,0,0,No,,,2019-06-04T00:00:00Z,2019-06-04T00:00:00Z
GFOK01,TSA,GenBank,,PLN,Actinidia eriantha,PRJNA386739,SAMN07112327,,tissue_type: fruit,41223064,69396,0,No,0,0,0,No,,,2017-06-02T00:00:00Z,2017-06-02T00:00:00Z
GFOW01,TSA,GenBank,,PLN,Prosopis cineraria,PRJNA371524,SAMN06309434,,"dev_stage: Mature,tissue_type: leaf",46853652,50443,0,No,0,0,0,No,,,2017-06-20T00:00:00Z,2017-06-20T00:00:00Z
